
id,name,city,country,iata,icao,lat,lon,alt,timezone,dst,tz
739,"Borlange","Borlange","Sweden","BLE","ESSD",60.422017,15.515211,503,1,"E","Europe/Stockholm"
740,"Hultsfred","Hultsfred","Sweden","HLF","ESSF",57.525833,15.823333,366,1,"E","Europe/Stockholm"
741,"Gavle","Gavle","Sweden","GVX","ESSK",60.593333,16.951389,224,1,"E","Europe/Stockholm"
742,"Saab","Linkoeping","Sweden","LPI","ESSL",58.40615,15.680508,172,1,"E","Europe/Stockholm"
743,"Kungsangen","Norrkoeping","Sweden","NRK","ESSP",58.586253,16.250622,32,1,"E","Europe/Stockholm"
745,"Eskilstuna","Eskilstuna","Sweden","","ESSU",59.351078,16.7084,139,1,"E","Europe/Stockholm"
746,"Visby","Visby","Sweden","VBY","ESSV",57.662797,18.346211,164,1,"E","Europe/Stockholm"
748,"Kalixfors","Kalixfors","Sweden","","ESUK",67.764789,20.257228,1549,1,"E","Europe/Stockholm"
750,"Spangdahlem Ab","Spangdahlem","Germany","SPM","ETAD",49.972667,6.6925,1197,1,"E","Europe/Berlin"
751,"Ramstein Ab","Ramstein","Germany","RMS","ETAR",49.436911,7.600283,776,1,"E","Europe/Berlin"
752,"Bamberg Aaf","Bamberg","Germany","","ETEJ",49.920433,10.914233,823,1,"E","Europe/Berlin"
753,"Giebelstadt Aaf","Giebelstadt","Germany","GHF","ETEU",49.648131,9.966494,980,1,"E","Europe/Berlin"
754,"Buckeburg","Brueckeburg","Germany","","ETHB",52.2785,9.082167,230,1,"E","Europe/Berlin"
755,"Celle","Celle","Germany","ZCN","ETHC",52.5912,10.022133,129,1,"E","Europe/Berlin"
756,"Rheine Bentlage","Rheine-brentlange","Germany","","ETHE",52.291167,7.387,129,1,"E","Europe/Berlin"
757,"Fritzlar","Fritzlar","Germany","","ETHF",51.1145,9.285833,566,1,"E","Europe/Berlin"
758,"Laupheim","Laupheim","Germany","","ETHL",48.220297,9.910019,1766,1,"E","Europe/Berlin"
759,"Mendig","Mendig","Germany","","ETHM",50.366,7.315333,597,1,"E","Europe/Berlin"
760,"Niederstetten","Niederstetten","Germany","","ETHN",49.391833,9.958167,1536,1,"E","Europe/Berlin"
761,"Roth","Roth","Germany","","ETHR",49.2175,11.100167,1268,1,"E","Europe/Berlin"
762,"Fassberg","Fassberg","Germany","","ETHS",52.919406,10.197528,245,1,"E","Europe/Berlin"
763,"Grafenwohr Aaf","Grafenwoehr","Germany","","ETIC",49.698686,11.940175,1363,1,"E","Europe/Berlin"
764,"Hanau Aaf","Hanau","Germany","ZNF","ETID",50.169189,8.961586,368,1,"E","Europe/Berlin"
765,"Hohenfels Aaf","Hohenfels","Germany","","ETIH",49.218056,11.836111,1455,1,"E","Europe/Berlin"
766,"Kitzingen Aaf","Kitzingen","Germany","","ETIN",49.743057,10.200556,689,1,"E","Europe/Berlin"
767,"Nordholz","Nordholz","Germany","","ETMN",53.767667,8.6585,74,1,"E","Europe/Berlin"
768,"Diepholz","Diepholz","Germany","","ETND",52.585514,8.341014,127,1,"E","Europe/Berlin"
769,"Geilenkirchen","Geilenkirchen","Germany","GKE","ETNG",50.960817,6.042422,296,1,"E","Europe/Berlin"
770,"Hohn","Hohn","Germany","","ETNH",54.312167,9.538167,39,1,"E","Europe/Berlin"
771,"Jever","Jever","Germany","","ETNJ",53.5335,7.888667,24,1,"E","Europe/Berlin"
772,"Laage","Laage","Germany","RLG","ETNL",53.918167,12.278333,138,1,"E","Europe/Berlin"
773,"Norvenich","Noervenich","Germany","","ETNN",50.831167,6.658167,386,1,"E","Europe/Berlin"
774,"Schleswig","Schleswig","Germany","","ETNS",54.459333,9.516333,70,1,"E","Europe/Berlin"
775,"Wittmundhafen","Wittmundhafen","Germany","","ETNT",53.547833,7.667333,26,1,"E","Europe/Berlin"
776,"Neubrandenburg","Neubrandenburg","Germany","","ETNU",53.602167,13.306,228,1,"E","Europe/Berlin"
777,"Wunstorf","Wunstorf","Germany","","ETNW",52.457333,9.427167,187,1,"E","Europe/Berlin"
778,"Vilseck Aaf","Vilseck","Germany","","ETOI",49.63361,11.767222,1353,1,"E","Europe/Berlin"
779,"Coleman Aaf","Coleman","Germany","","ETOR",49.563569,8.463392,309,1,"E","Europe/Berlin"
780,"Wiesbaden Aaf","Wiesbaden","Germany","","ETOU",50.049819,8.325397,461,1,"E","Europe/Berlin"
781,"Landsberg Lech","Landsberg","Germany","","ETSA",48.0705,10.906,2044,1,"E","Europe/Berlin"
782,"Buchel","Buechel","Germany","","ETSB",50.173833,7.063333,1568,1,"E","Europe/Berlin"
783,"Erding","Erding","Germany","","ETSE",48.322333,11.948667,1515,1,"E","Europe/Berlin"
784,"Furstenfeldbruck","Fuerstenfeldbruck","Germany","FEL","ETSF",48.205667,11.267,1703,1,"E","Europe/Berlin"
785,"Holzdorf","Holzdorf","Germany","","ETSH",51.767833,13.167667,265,1,"E","Europe/Berlin"
786,"Ingolstadt Manching","Ingolstadt","Germany","","ETSI",48.715667,11.534,1202,1,"E","Europe/Berlin"
787,"Lechfeld","Lechfeld","Germany","","ETSL",48.1855,10.861167,1822,1,"E","Europe/Berlin"
788,"Neuburg","Neuburg","Germany","","ETSN",48.711,11.2115,1249,1,"E","Europe/Berlin"
789,"Gutersloh","Guetersloh","Germany","GUT","ETUO",51.922833,8.306333,236,1,"E","Europe/Berlin"
790,"Alexander Bay","Alexander Bay","South Africa","ALJ","FAAB",-28.575001,16.533333,98,2,"U","Africa/Johannesburg"
791,"Aggeneys","Aggeneys","South Africa","AGZ","FAAG",-29.281767,18.813869,2648,2,"U","Africa/Johannesburg"
792,"Brakpan","Brakpan","South Africa","","FABB",-26.23865,28.301769,5300,2,"U","Africa/Johannesburg"
793,"Bhisho","Bisho","South Africa","BIY","FABE",-32.89715,27.279111,1950,2,"U","Africa/Johannesburg"
794,"Bloemfontein Intl","Bloemfontein","South Africa","BFN","FABL",-29.092722,26.302444,4458,2,"U","Africa/Johannesburg"
795,"Bethlehem","Bethlehem","South Africa","","FABM",-28.248392,28.336125,5561,2,"U","Africa/Johannesburg"
796,"Bothaville","Bothaville","South Africa","","FABO",-27.366769,26.629194,4236,2,"U","Africa/Johannesburg"
797,"Cape Town Intl","Cape Town","South Africa","CPT","FACT",-33.964806,18.601667,151,2,"U","Africa/Johannesburg"
798,"Calvinia","Calvinia","South Africa","","FACV",-31.500278,19.725897,3250,2,"U","Africa/Johannesburg"
799,"Durban Intl","Durban","South Africa","DUR","FADN",-29.970089,30.950519,33,2,"U","Africa/Johannesburg"
800,"East London","East London","South Africa","ELS","FAEL",-33.035569,27.825939,435,2,"U","Africa/Johannesburg"
801,"Ermelo","Ermelo","South Africa","","FAEO",-26.495644,29.979764,5700,2,"U","Africa/Johannesburg"
802,"Ficksburg Sentraoes","Ficksburg","South Africa","","FAFB",-28.823119,27.9089,5315,2,"U","Africa/Johannesburg"
803,"Grand Central","Johannesburg","South Africa","GCJ","FAGC",-25.986267,28.140061,5325,2,"U","Africa/Johannesburg"
804,"George","George","South Africa","GRJ","FAGG",-34.005553,22.378889,648,2,"U","Africa/Johannesburg"
806,"Graaff Reinet","Graaff Reinet","South Africa","","FAGR",-32.193611,24.541389,2604,2,"U","Africa/Johannesburg"
807,"Grahamstown","Grahamstown","South Africa","","FAGT",-33.284721,26.498083,2135,2,"U","Africa/Johannesburg"
808,"Greytown","Greytown","South Africa","","FAGY",-29.122011,30.586706,3531,2,"U","Africa/Johannesburg"
809,"Harmony","Harmony","South Africa","","FAHA",-28.078694,26.861178,4399,2,"U","Africa/Johannesburg"
810,"Harrismith","Harrismith","South Africa","","FAHR",-28.235072,29.106206,5585,2,"U","Africa/Johannesburg"
811,"Hoedspruit Afb","Hoedspruit","South Africa","HDS","FAHS",-24.368642,31.048744,1743,2,"U","Africa/Johannesburg"
812,"Gariep Dam","Hendrik Verwoerddam","South Africa","","FAHV",-30.562164,25.528286,4176,2,"U","Africa/Johannesburg"
813,"Johannesburg Intl","Johannesburg","South Africa","JNB","FAJS",-26.139166,28.246,5558,2,"U","Africa/Johannesburg"
814,"P C Pelser","Klerksdorp","South Africa","","FAKD",-26.871064,26.718003,4444,2,"U","Africa/Johannesburg"
815,"Kimberley","Kimberley","South Africa","KIM","FAKM",-28.802834,24.765167,3950,2,"U","Africa/Johannesburg"
816,"Krugersdorp","Krugersdorp","South Africa","","FAKR",-26.080978,27.725667,5499,2,"U","Africa/Johannesburg"
817,"Kroonstad","Kroonstad","South Africa","","FAKS",-27.660617,27.315761,4700,2,"U","Africa/Johannesburg"
818,"Johan Pienaar","Kuruman","South Africa","","FAKU",-27.456667,23.411388,4382,2,"U","Africa/Johannesburg"
819,"Kleinsee","Kleinsee","South Africa","KLZ","FAKZ",-29.688403,17.094006,270,2,"U","Africa/Johannesburg"
820,"Lanseria","Johannesburg","South Africa","HLA","FALA",-25.938514,27.926133,4517,2,"U","Africa/Johannesburg"
821,"Lichtenburg","Lichtenburg","South Africa","","FALI",-26.175672,26.184575,4875,2,"U","Africa/Johannesburg"
822,"Makhado Afb","Lambertsbaai","South Africa","","FALM",-23.159911,29.696544,3069,2,"U","Africa/Johannesburg"
823,"Langebaanweg","Langebaanweg","South Africa","","FALW",-32.968889,18.160278,108,2,"U","Africa/Johannesburg"
824,"Ladysmith","Ladysmith","South Africa","LAY","FALY",-28.581667,29.749722,3548,2,"U","Africa/Johannesburg"
825,"Middelburg","Middelburg","South Africa","","FAMB",-25.684775,29.440158,4886,2,"U","Africa/Johannesburg"
827,"Margate","Margate","South Africa","MGH","FAMG",-30.857408,30.343019,495,2,"U","Africa/Johannesburg"
828,"Marble Hall","Marble Hall","South Africa","","FAMI",-24.989114,29.283122,2980,2,"U","Africa/Johannesburg"
829,"Majuba Power Station","Majuba Power Station","South Africa","","FAMJ",-27.079253,29.778528,5600,2,"U","Africa/Johannesburg"
6813,"Susse","Kangia","Greenland","",\N,69.2225,-49.9383,100,-3,"U","America/Godthab"
831,"Malelane","Malalane","South Africa","","FAMN",-25.473603,31.565828,1153,2,"U","Africa/Johannesburg"
832,"Messina","Musina","South Africa","MEZ","FAMS",-25.704458,26.908978,4251,2,"U","Africa/Johannesburg"
833,"Mkuzi","Mkuze","South Africa","","FAMU",-27.626086,32.044275,400,2,"U","Africa/Johannesburg"
834,"Newcastle","Newcastle","South Africa","NCS","FANC",-27.770586,29.976894,4074,2,"U","Africa/Johannesburg"
835,"Nylstroom","Nylstroom","South Africa","","FANY",-24.686056,28.434944,3900,2,"U","Africa/Johannesburg"
836,"Overberg","Overberg","South Africa","","FAOB",-34.554861,20.250681,52,2,"U","Africa/Johannesburg"
837,"Oudtshoorn","Oudtshoorn","South Africa","DUH","FAOH",-33.606967,22.188978,1063,2,"U","Africa/Johannesburg"
838,"Port Elizabeth Intl","Port Elizabeth","South Africa","PLZ","FAPE",-33.984919,25.617275,226,2,"U","Africa/Johannesburg"
839,"Plettenberg Bay","Plettenberg Bay","South Africa","","FAPG",-34.090279,23.327778,465,2,"U","Africa/Johannesburg"
840,"Phalaborwa","Phalaborwa","South Africa","PHW","FAPH",-23.937166,31.15539,1432,2,"U","Africa/Johannesburg"
841,"Polokwane International","Polokwane","South Africa","PTG","FAPI",-23.926089,29.484422,4354,2,"U","Africa/Johannesburg"
842,"Port St Johns","Port Saint Johns","South Africa","","FAPJ",-31.605886,29.519786,1227,2,"U","Africa/Johannesburg"
843,"Pietermaritzburg","Pietermaritzburg","South Africa","PZB","FAPM",-29.648975,30.398667,2423,2,"U","Africa/Johannesburg"
844,"Pilanesberg Intl","Pilanesberg","South Africa","NTY","FAPN",-25.333822,27.173358,3412,2,"U","Africa/Johannesburg"
845,"Polokwane Intl","Potgietersrus","South Africa","","FAPP",-23.845306,29.458611,4076,2,"U","Africa/Johannesburg"
846,"Potchefstroom","Potchefstroom","South Africa","","FAPS",-26.670994,27.0819,4520,2,"U","Africa/Johannesburg"
847,"Parys","Parys","South Africa","","FAPY",-26.889344,27.503417,4740,2,"U","Africa/Johannesburg"
848,"Queenstown","Queenstown","South Africa","UTW","FAQT",-31.920197,26.882206,3637,2,"U","Africa/Johannesburg"
849,"Richards Bay","Richard's Bay","South Africa","RCB","FARB",-28.741039,32.092111,109,2,"U","Africa/Johannesburg"
850,"Rustenburg","Rustenburg","South Africa","","FARG",-25.6443,27.271119,3700,2,"U","Africa/Johannesburg"
851,"Robertson","Robertson","South Africa","","FARS",-33.812181,19.902828,640,2,"U","Africa/Johannesburg"
852,"Springbok","Springbok","South Africa","SBU","FASB",-29.689333,17.939611,2690,2,"U","Africa/Johannesburg"
853,"Secunda","Secunda","South Africa","","FASC",-26.524083,29.170144,5250,2,"U","Africa/Johannesburg"
854,"Saldanha Vredenburg","Saldanha","South Africa","","FASD",-32.964067,17.969331,50,2,"U","Africa/Johannesburg"
855,"Springs","Springs","South Africa","","FASI",-26.248411,28.397508,5340,2,"U","Africa/Johannesburg"
856,"Swartkop","Swartkop","South Africa","","FASK",-25.809717,28.164631,4780,2,"U","Africa/Johannesburg"
857,"Sishen","Sishen","South Africa","SIS","FASS",-27.648606,22.999278,3848,2,"U","Africa/Johannesburg"
858,"Hendrik Swellengrebel","Swellendam","South Africa","","FASX",-34.048222,20.474611,407,2,"U","Africa/Johannesburg"
859,"Skukuza","Skukuza","South Africa","SZK","FASZ",-24.960944,31.588731,1020,2,"U","Africa/Johannesburg"
860,"Tommys Fld","Tommy's Field","South Africa","","FATF",-28.260028,22.993178,4360,2,"U","Africa/Johannesburg"
861,"New Tempe","Bloemfontein","South Africa","","FATP",-29.032928,26.157564,4547,2,"U","Africa/Johannesburg"
862,"Tutuka Power Station","Tutuka","South Africa","","FATT",-26.776556,29.338778,5313,2,"U","Africa/Johannesburg"
863,"Tzaneen","Tzaneen","South Africa","LTA","FATZ",-23.824417,30.329306,1914,2,"U","Africa/Johannesburg"
864,"Prince Mangosuthu Buthelezi","Ulundi","South Africa","ULD","FAUL",-28.320586,31.416519,1720,2,"U","Africa/Johannesburg"
865,"Upington","Upington","South Africa","UTN","FAUP",-28.399097,21.260239,2782,2,"U","Africa/Johannesburg"
866,"Mthatha","Umtata","South Africa","UTT","FAUT",-31.547903,28.674289,2400,2,"U","Africa/Johannesburg"
867,"Vryburg","Vryburg","South Africa","VRU","FAVB",-26.982408,24.728756,3920,2,"U","Africa/Johannesburg"
868,"Virginia","Durban","South Africa","VIR","FAVG",-29.770606,31.058406,20,2,"U","Africa/Johannesburg"
869,"Vredendal","Vredendal","South Africa","","FAVR",-31.640961,18.544789,330,2,"U","Africa/Johannesburg"
870,"Vereeniging","Vereeniging","South Africa","","FAVV",-26.566372,27.960756,4846,2,"U","Africa/Johannesburg"
871,"Wonderboom","Pretoria","South Africa","PRY","FAWB",-25.653858,28.224231,4095,2,"U","Africa/Johannesburg"
872,"Witbank","Witbank","South Africa","","FAWI",-25.832294,29.192019,5078,2,"U","Africa/Johannesburg"
873,"Waterkloof Afb","Waterkloof","South Africa","","FAWK",-25.83,28.2225,4940,2,"U","Africa/Johannesburg"
874,"Welkom","Welkom","South Africa","WEL","FAWM",-27.998,26.669586,4399,2,"U","Africa/Johannesburg"
875,"Ysterplaat","Ysterplaat","South Africa","","FAYP",-33.900244,18.498297,52,2,"U","Africa/Johannesburg"
876,"Zeerust","Zeerust","South Africa","","FAZR",-25.598972,26.042333,4258,2,"U","Africa/Johannesburg"
877,"Francistown","Francistown","Botswana","FRW","FBFT",-21.159597,27.474525,3283,2,"U","Africa/Gaborone"
878,"Jwaneng","Jwaneng","Botswana","JWA","FBJW",-24.602333,24.690971,3900,2,"U","Africa/Gaborone"
879,"Kasane","Kasane","Botswana","BBK","FBKE",-17.832875,25.1624,3289,2,"U","Africa/Gaborone"
880,"Maun","Maun","Botswana","MUB","FBMN",-19.972564,23.431086,3093,2,"U","Africa/Gaborone"
881,"Sir Seretse Khama Intl","Gaberone","Botswana","GBE","FBSK",-24.555225,25.918208,3299,2,"U","Africa/Gaborone"
882,"Selebi Phikwe","Selebi-phikwe","Botswana","PKW","FBSP",-22.05835,27.828767,2925,2,"U","Africa/Gaborone"
883,"Maya Maya","Brazzaville","Congo (Brazzaville)","BZV","FCBB",-4.2517,15.253031,1048,1,"N","Africa/Brazzaville"
884,"Owando","Owando","Congo (Kinshasa)","FTX","FCOO",-0.53135,15.950094,1214,1,"N","Africa/Brazzaville"
885,"Ouesso","Ouesso","Congo (Kinshasa)","OUE","FCOU",1.615994,16.037917,1158,1,"N","Africa/Brazzaville"
886,"Pointe Noire","Pointe-noire","Congo (Brazzaville)","PNR","FCPP",-4.816028,11.886597,55,1,"N","Africa/Brazzaville"
887,"Matsapha","Manzini","Swaziland","MTS","FDMS",-26.529022,31.307519,2075,2,"U","Africa/Mbabane"
888,"Bangui M Poko","Bangui","Central African Republic","BGF","FEFF",4.398475,18.518786,1208,1,"N","Africa/Bangui"
889,"Berberati","Berberati","Central African Republic","BBT","FEFT",4.221583,15.786369,1929,1,"N","Africa/Bangui"
890,"Bata","Bata","Equatorial Guinea","BSG","FGBT",1.905469,9.805681,13,1,"N","Africa/Malabo"
891,"Malabo","Malabo","Equatorial Guinea","SSG","FGSL",3.755267,8.708717,76,1,"N","Africa/Malabo"
892,"Ascension Aux Af","Wide Awake","Saint Helena","","FHAW",-7.969597,-14.393664,278,0,"N","Atlantic/St_Helena"
893,"Sir Seewoosagur Ramgoolam Intl","Plaisance","Mauritius","MRU","FIMP",-20.430235,57.6836,186,4,"N","Indian/Mauritius"
894,"Plaine Corail","Rodriguez Island","Mauritius","RRG","FIMR",-19.757658,63.360983,95,4,"N","Indian/Mauritius"
895,"Diego Garcia Nsf","Diego Garcia Island","British Indian Ocean Territory","","FJDG",-7.313267,72.411089,9,6,"U","Indian/Chagos"
896,"Tiko","Tiko","Cameroon","TKC","FKKC",4.089192,9.360528,151,1,"N","Africa/Douala"
897,"Douala","Douala","Cameroon","DLA","FKKD",4.006081,9.719481,33,1,"N","Africa/Douala"
898,"Salak","Maroua","Cameroon","MVR","FKKL",10.451392,14.257361,1390,1,"N","Africa/Douala"
899,"Foumban Nkounja","Foumban","Cameroon","FOM","FKKM",5.636919,10.750817,3963,1,"N","Africa/Douala"
900,"Ngaoundere","N'gaoundere","Cameroon","NGE","FKKN",7.357011,13.559242,3655,1,"N","Africa/Douala"
901,"Garoua","Garoua","Cameroon","GOU","FKKR",9.335892,13.370103,794,1,"N","Africa/Douala"
902,"Bafoussam","Bafoussam","Cameroon","BFX","FKKU",5.536919,10.354583,4347,1,"N","Africa/Douala"
903,"Bamenda","Bamenda","Cameroon","BPC","FKKV",6.039239,10.122639,4065,1,"N","Africa/Douala"
904,"Yaounde Ville","Yaounde","Cameroon","YAO","FKKY",3.836039,11.523461,2464,1,"N","Africa/Douala"
905,"Kasompe","Kasompe","Zambia","","FLKE",-12.572778,27.89395,4636,2,"U","Africa/Lusaka"
906,"Livingstone","Livingstone","Zambia","LVI","FLLI",-17.821756,25.822692,3302,2,"U","Africa/Lusaka"
907,"Lusaka Intl","Lusaka","Zambia","LUN","FLLS",-15.330817,28.452628,3779,2,"U","Africa/Lusaka"
908,"Mfuwe","Mfuwe","Zambia","MFU","FLMF",-13.258878,31.936581,1853,2,"U","Africa/Lusaka"
909,"Mongu","Mongu","Zambia","","FLMG",-15.254542,23.162306,3488,2,"U","Africa/Lusaka"
910,"Ndola","Ndola","Zambia","NLA","FLND",-12.998139,28.664944,4167,2,"U","Africa/Lusaka"
911,"Southdowns","Southdowns","Zambia","KIW","FLSO",-12.900469,28.149858,4145,2,"U","Africa/Lusaka"
912,"Prince Said Ibrahim","Moroni","Comoros","HAH","FMCH",-11.533661,43.27185,93,3,"U","Indian/Comoro"
913,"Bandaressalam","Moheli","Comoros","NWA","FMCI",-12.298108,43.7664,46,3,"U","Indian/Comoro"
914,"Ouani","Anjouan","Comoros","AJN","FMCV",-12.131667,44.430279,62,3,"U","Indian/Comoro"
915,"Dzaoudzi Pamandzi","Dzaoudzi","Mayotte","DZA","FMCZ",-12.804722,45.281113,23,3,"U","Indian/Mayotte"
916,"St Denis Gillot","St.-denis","Reunion","RUN","FMEE",-20.8871,55.510308,66,4,"U","Indian/Reunion"
917,"St Pierre Pierrefonds","St.-pierre","Reunion","ZSE","FMEP",-21.320039,55.423581,56,4,"U","Indian/Reunion"
918,"Ivato","Antananarivo","Madagascar","TNR","FMMI",-18.79695,47.478806,4198,3,"U","Indian/Antananarivo"
919,"Miandrivazo","Miandrivazo","Madagascar","ZVA","FMMN",-19.562778,45.450832,203,3,"U","Indian/Antananarivo"
920,"Sainte Marie","Sainte Marie","Madagascar","SMS","FMMS",-17.093889,49.815834,7,3,"U","Indian/Antananarivo"
921,"Toamasina","Toamasina","Madagascar","TMM","FMMT",-18.109517,49.392536,22,3,"U","Indian/Antananarivo"
922,"Morondava","Morondava","Madagascar","MOQ","FMMV",-20.28475,44.317614,30,3,"U","Indian/Antananarivo"
923,"Arrachart","Antsiranana","Madagascar","DIE","FMNA",-12.3494,49.291747,374,3,"U","Indian/Antananarivo"
924,"Avaratra","Mananara","Madagascar","WMR","FMNC",-16.1639,49.773753,9,3,"U","Indian/Antananarivo"
925,"Andapa","Andapa","Madagascar","ZWA","FMND",-14.651667,49.620556,1552,3,"U","Indian/Antananarivo"
926,"Ambilobe","Ambilobe","Madagascar","AMB","FMNE",-13.188431,48.987978,72,3,"U","Indian/Antananarivo"
927,"Antsirabato","Antalaha","Madagascar","ANM","FMNH",-14.999411,50.320233,20,3,"U","Indian/Antananarivo"
928,"Analalava","Analalava","Madagascar","HVA","FMNL",-14.629694,47.763783,345,3,"U","Indian/Antananarivo"
929,"Philibert Tsiranana","Mahajanga","Madagascar","MJN","FMNM",-15.667144,46.351828,87,3,"U","Indian/Antananarivo"
930,"Fascene","Nosy-be","Madagascar","NOS","FMNN",-13.312067,48.314822,36,3,"U","Indian/Antananarivo"
931,"Besalampy","Besalampy","Madagascar","BPY","FMNQ",-16.741945,44.481388,125,3,"U","Indian/Antananarivo"
932,"Maroantsetra","Maroantsetra","Madagascar","WMN","FMNR",-15.436666,49.688332,13,3,"U","Indian/Antananarivo"
933,"Sambava","Sambava","Madagascar","SVB","FMNS",-14.278611,50.174721,20,3,"U","Indian/Antananarivo"
934,"Vohimarina","Vohemar","Madagascar","VOH","FMNV",-13.375834,50.002777,19,3,"U","Indian/Antananarivo"
935,"Ambalabe","Antsohihy","Madagascar","WAI","FMNW",-14.89875,47.993894,92,3,"U","Indian/Antananarivo"
936,"Ampampamena","Ampampamena","Madagascar","","FMNZ",-13.484814,48.632739,49,3,"U","Indian/Antananarivo"
937,"Tolagnaro","Tolagnaro","Madagascar","FTU","FMSD",-25.038056,46.956111,29,3,"U","Indian/Antananarivo"
938,"Fianarantsoa","Fianarantsoa","Madagascar","WFI","FMSF",-21.441558,47.111736,3658,3,"U","Indian/Antananarivo"
939,"Farafangana","Farafangana","Madagascar","RVA","FMSG",-22.805286,47.820614,26,3,"U","Indian/Antananarivo"
940,"Manakara","Manakara","Madagascar","WVK","FMSK",-22.119722,48.021667,33,3,"U","Indian/Antananarivo"
941,"Mananjary","Mananjary","Madagascar","MNJ","FMSM",-21.201772,48.358317,20,3,"U","Indian/Antananarivo"
942,"Morombe","Morombe","Madagascar","MXM","FMSR",-21.753867,43.375533,16,3,"U","Indian/Antananarivo"
